CpG_ID,CHR,MAPINFO,Probe_SNPs,Probe_SNPs_10,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,R_laml_age,R_hannum_age,Mean_laml,Variance_laml,Mean_hannum,Variance_hannum,R_weidner_i0,R_horvath_i0,R_hannum_i0,R_inters_i0
cg04771100,8,38832335,,,NA,HTRA4,Body,chr8:38831592-38832353,Island,-0.200900218895255,-0.116616416571667,0.686715256964845,0.10088012355063,0.348882858018293,0.0071068748406629,0.316620989181216,0.0396403873889051,0.174878067821821,0.196816409379841
cg06368590,8,116679763,,,NA,TRPS1,5'UTR,chr8:116679698-116679936,Island,-0.216069215430662,-0.0181271936152064,0.260860621246186,0.120438107154667,0.0307680697375762,0.000567202691496694,0.0487128810508972,-0.0546510911235018,-0.00761382733499607,0.270576440278913
cg06573787,8,143070187,,,NA,,,,,-0.119081513906252,-0.029239869156323,0.466008823609222,0.113212003572857,0.262223438231707,0.0107265247694039,0.403452313937865,0.359258422257194,0.212747511022176,0.101844493842785
cg06997767,8,116430558,,,NA,TRPS1,Body,,,0.0402393946461109,-0.224912696751999,0.672694142918476,0.113473855638247,0.391672743140244,0.0107208061956124,0.151217267322176,0.0181951161386021,-0.0095236529935531,-0.0425692250167438
cg07861448,8,72757787,rs979449,,NA,MSC,TSS1500,chr8:72755783-72756667,S_Shore,-0.0702008960671535,-0.0479522782361261,0.394295960880555,0.100652455567302,0.175517169375,0.00708884374208768,0.288785526742901,0.15515361194545,0.179406096814355,0.0581650388498313
cg08476224,8,128806271,,,NA,PVT1,TSS1500,chr8:128806081-128806899,Island,-0.0216753969894109,0.117169050028566,0.431286723613395,0.102390293073048,0.13778504929878,0.00212098355421614,0.233495909570906,0.0398655561627625,0.0995073405842061,0.149793937700567
cg08650125,8,144260730,,,NA,,,,,0.33297809302612,0.0961256948918968,0.403326383604433,0.105541077835393,0.703347095121951,0.00375763602577433,-0.0859725606373755,-0.0402583688412437,-0.204707177871005,-0.0744511511137226
cg09147140,8,1924394,,,NA,KBTBD11,5'UTR,chr8:1921559-1922872,S_Shore,-0.171906251692073,-0.214638946503077,0.442214793347175,0.107524596627638,0.486016216768293,0.00428010797409831,-0.0130408878552674,-0.0226360360434395,-0.0982993183302996,-0.0234150871296323
cg09232555,8,11619866,,,NA,,,,,-0.175270837549084,-0.0777068756578247,0.34578361661761,0.109049558007172,0.43257709027439,0.044614124735582,-0.0658503613794464,-0.0534233460572865,-0.102183068787417,0.138739301401552
cg09233395,8,116678582,,,NA,TRPS1,5'UTR,chr8:116679698-116679936,N_Shore,-0.27926391426857,-0.222209778100581,0.515621478697164,0.125250668538811,0.190492045152439,0.00221251847860946,-0.038231849876527,-0.139659699309291,-0.00397332489635251,0.289860420013724
cg09430518,8,118662568,rs1508569,,NA,,,,,-0.0730459563288476,0.00485035511028639,0.51950995482644,0.108248253715587,0.705416309451219,0.004265450331572,0.0621194627177213,0.138877361087713,0.00350326453632901,-0.00541802089796321
cg10113526,8,142163737,,,NA,DENND3,Body,,,0.0789950176157244,0.13409652568602,0.716383854508215,0.104324497467474,0.970140438323171,0.000236334174035068,0.0915311065730381,0.118975399900564,0.00845533399349969,0.10560333315528
cg10131657,8,110374585,,,NA,PKHD1L1,TSS200,chr8:110374552-110374793,Island,0.0225040074325741,0.226020450994686,0.478238396284857,0.124997899600947,0.0777512534237805,0.00181410625030306,0.227337461427521,0.0307421119023063,0.164673156019772,0.163992718995123
cg11062466,8,58055876,,,NA,,,chr8:58055960-58056244,N_Shore,-0.155025780015133,0.0233652235060538,0.469657402555359,0.105508298222238,0.359639972256098,0.0407919499969005,0.198716373632243,0.207765857346542,0.111278572397102,0.236424747198744
cg11240062,8,144361073,,,NA,,,chr8:144360666-144361504,Island,0.11660390291846,-0.0810216984750408,0.424810387146231,0.106461945930543,0.402263161021341,0.016725991201905,0.0314094003854166,0.101418809810456,0.100472114819639,0.0409618158135865
cg11284147,8,144437914,,,NA,,,chr8:144441870-144442438,N_Shelf,-0.037397622521096,-0.200921601771773,0.521271635367795,0.105800871006889,0.339292256097561,0.00909188606914943,-0.0903493814022098,0.0214756772526122,-0.116319394509662,-0.0670025023318117
cg11388673,8,144371779,,,NA,,,chr8:144371446-144372076,Island,0.0586496719130575,-0.0681966480598261,0.527343758858909,0.107930819190289,0.533478064481707,0.0251184906545995,0.226004528028993,0.202863094920143,0.0823139789541157,0.151751426822203
cg11639815,8,37379119,,rs74662221,NA,,,,,-0.00166133105717534,-0.0182560586360332,0.485847332772325,0.104944022378349,0.581613659161585,0.00493785710301079,-0.0453320623076512,0.0084372547488834,-0.134380559881334,0.00700570728881182
cg11847597,8,22673141,,,NA,PEBP4,Body,,,0.157126077318984,0.0868764880126444,0.442900200470841,0.107245731978998,0.631277197560976,0.00750227923421902,0.0546461604204246,0.0466354114877164,-0.0777169201185012,0.0319106885315955
cg14618803,8,48091801,,,NA,,,,,0.118989446079234,0.0525244776953231,0.700152724701106,0.122443028342943,0.930002359695122,0.000818779447219771,0.00322057089323795,0.061595164623849,-0.101726156968932,0.0349414273563625
cg15046062,8,38831857,,,NA,HTRA4,1stExon,chr8:38831592-38832353,Island,-0.189699181297496,-0.0305724184047128,0.595749560944756,0.101548773503069,0.297079400457317,0.00475700058374963,0.309936599376266,0.0207426460618064,0.178668134920472,0.218777760885554
cg15442737,8,141370229,,,NA,TRAPPC9;TRAPPC9,Body;Body,,,-0.113143961097752,-0.0427488924974394,0.397417588548288,0.107489877466368,0.268462093887195,0.00648312664901025,0.00831563073964655,-0.0612204311899841,-0.0886236353252004,0.0199011394033027
cg17159699,8,53081140,,,NA,ST18,Body,,,0.322472496336015,0.0330515624930484,0.425337450290684,0.12557758454364,0.82525833160061,0.0029807940123788,0.0866382055527934,0.0879859310605531,-0.0852937671804185,-0.0849453308296319
cg19089701,8,126398731,,,NA,,,,,0.0872416644072053,-0.0906429204672871,0.422838893372148,0.107128815947334,0.320914868704268,0.00531959221884798,0.166533674647557,0.15776688457635,0.0290607421529915,-0.107260049389209
cg19537719,8,41583498,,,NA,ANK1;ANK1;ANK1;ANK1;ANK1,Body;Body;Body;Body;Body,chr8:41583135-41583524,Island,-0.0695062771936685,-0.0709630467459545,0.61625269171584,0.102587310204491,0.335095706295732,0.0157028300626612,0.219044018851721,0.202130063729337,0.102436178212045,0.12702559445789
cg19878482,8,144655026,,,NA,C8orf73,TSS200,chr8:144653774-144653976,S_Shore,0.204733364229055,-0.226549614271303,0.467534234648874,0.109701698411496,0.365277669207317,0.00755738638822055,0.225158090667412,0.0331121365147325,-0.0429735426690717,0.0652553898748012
cg20100745,8,134307728,,,NA,NDRG1;NDRG1,5'UTR;5'UTR,chr8:134308328-134310145,N_Shore,0.0740266430934246,-0.212667002634819,0.628266452884912,0.110030148862,0.289039797378049,0.0106230877379177,0.130940572701162,-0.0282225226298727,-0.014531603752265,-0.0619896208700225
cg20190772,8,48572496,,,NA,KIAA0146,Body,,,0.0471543460825083,-0.0878199084749183,0.588893096576503,0.105013632868185,0.448206255640244,0.00928243047508464,0.316481285927362,0.132482239196624,0.139240589547731,0.16288331080276
cg20223392,8,328499,,,NA,,,,,0.242622563183694,0.0314393481888592,0.59551351853938,0.13583906620461,0.854431500945122,0.00248745520916486,0.0922526327899972,0.026082597494381,0.017621511013958,-0.0357336269840944
cg22431992,8,30244571,,,NA,RBPMS;RBPMS;RBPMS;RBPMS,Body;Body;Body;Body,chr8:30241416-30242878,S_Shore,-0.242209902030452,-0.0662767236880185,0.487867061088112,0.122176088444582,0.028276980322561,0.00140300196267407,0.135968246272183,-0.0808084709478866,0.132250496151997,0.1229199623623
cg24138325,8,1898270,,,NA,ARHGEF10,Body,,,0.0431288447529745,0.149929405301966,0.55650894935354,0.118122618441194,0.19783135347561,0.00779978301584405,0.104725668007544,-0.00824660089656618,0.0266266184005621,-0.0562108368635798
cg24634471,8,143751801,,,NA,JRK;JRK,TSS1500;TSS1500,chr8:143750759-143751448,S_Shore,-0.0463117610584584,0.0280522865377696,0.554084696007437,0.111547886824871,0.430107074791159,0.0652220842924273,-0.00849642318580944,0.0379047799057414,-0.0358059439625595,0.0925106729177024
cg25900085,8,65291513,,,NA,MIR124-2,TSS200,chr8:65290108-65290946,S_Shore,-0.170544141072706,0.0917066232060289,0.416740152539007,0.104382028659221,0.0289835733463415,0.000769299854052437,0.370630267120839,0.330149194857277,0.385460178409273,0.337813151006891
cg26675876,8,11059176,,,NA,XKR6,TSS1500,chr8:11059011-11059242,Island,-0.375390123983024,0.201261494201429,0.390991848528623,0.104496990329308,0.0551222878307927,0.000358530986165937,0.315074391982677,0.242724542163675,0.337573190123802,0.280983510907126
cg26972408,8,1860592,,,NA,ARHGEF10,Body,,,0.215493791511798,0.115708732860347,0.407959769047318,0.102594542966068,0.691896148003049,0.00675049894443296,0.147218467126592,0.12005193673908,-0.00522901061333837,-0.0326617989670177
cg27628340,8,133906156,,,NA,TG,Body,,,0.166553987212474,0.0124411726567524,0.719980609767726,0.110320000307148,0.955105634466463,0.000319164477195077,0.128347022882571,0.110082055117043,0.040955241542817,-0.0131164919691174
cg04655481,9,125796809,,,TRUE,GPR21;RABGAP1,TSS200;Body,,,-0.227860473562341,-0.113753649835524,0.439976276600024,0.109718450527614,0.315504716463415,0.00406089523617051,-0.0136440771983745,0.0216564696987751,0.0138692459722319,0.0205930814017989
cg10880928,9,139715701,,,NA,C9orf86;C9orf86,Body;Body,chr9:139715663-139716441,Island,-0.166055012471403,-0.127456238386299,0.621946793113464,0.107672923347382,0.31244643277439,0.00684671734834691,0.196711221047528,0.000273654020782913,0.0760010354476462,0.294625122753962
cg11510586,9,72027409,,,NA,,,chr9:72026903-72027428,Island,-0.0821450525544161,0.0792336278925108,0.596839025121489,0.123847955611835,0.234339002698171,0.0189000273714793,0.165575474682894,0.0333422359916671,0.0822745333294983,0.0830634458218455
cg13490403,9,124982413,,,NA,LHX6;LHX6,Body;Body,chr9:124981535-124982835,Island,0.00256885678063976,0.077215341202854,0.357100790891272,0.115330855219076,0.180164175670732,0.00674510682122828,0.133601508795142,0.0590805060544925,0.0476067599939188,0.00899278062891118
cg13527872,9,90114037,,,NA,DAPK1,Body,chr9:90112514-90113817,S_Shore,-0.143701437291903,-0.0252932222829792,0.441963581909959,0.120905788178477,0.265430239070122,0.00167724732185743,-0.0749803799106721,-0.11653798901275,-0.143222954066392,0.179956691991306
cg13544075,9,139644102,,,NA,LCN6,TSS1500,chr9:139640640-139640885,S_Shelf,0.12313167626088,-0.379997610433053,0.468148444381986,0.103755524410256,0.615900040853659,0.00832054532192227,0.271036639232783,0.156450386854746,-0.0333307310178204,0.104398598036758
cg13613965,9,130981287,rs36009729,rs11788598,NA,DNM1;DNM1,Body;Body,chr9:130980900-130981317,Island,-0.0758252538569574,0.021840937341035,0.34746017587576,0.113696558036958,0.112055244952744,0.00478052622501444,0.164306640424369,0.047961770615475,0.0882505454590279,0.130339026925748
cg13811417,9,25677628,,,NA,TUSC1;TUSC1,1stExon;3'UTR,chr9:25677494-25678684,Island,-0.264379341555915,0.0197081272263998,0.375675701104654,0.123571199820111,0.230111433948171,0.0140656167705835,0.283905774264195,0.146884822885037,0.278385030385458,0.362943301023532
cg13813086,9,128650501,,rs62567246,NA,PBX3;PBX3;PBX3;PBX3,Body;Body;Body;Body,,,-0.0210448967811707,-0.202717899672934,0.652826449313886,0.117867925818317,0.852503578810976,0.00287695601690955,-0.0161768150123473,0.0277639672436959,-0.0420630061674878,-0.0736458029444515
cg13990947,9,19128801,,,NA,PLIN2,TSS1500,chr9:19127179-19127880,S_Shore,-0.151700651798273,0.00513101934948553,0.472840773809823,0.115366610067648,0.156112053285061,0.002688532778506,0.122975843663841,-0.0151923179646058,0.0444379614829911,0.256499282993594
cg14014720,9,90113998,,,NA,DAPK1,Body,chr9:90112514-90113817,S_Shore,-0.115772826372788,-0.0418791564960853,0.333668654237055,0.115782308697744,0.113264744695122,0.00184261088274855,-0.0759237877661039,-0.10638731494455,-0.145366166337268,0.145198522432645
cg14018024,9,133908909,,,NA,LAMC3,Body,chr9:133911564-133911838,N_Shelf,0.0973354219782375,-0.425565007967952,0.456431177013861,0.112813108891641,0.487406110990854,0.0147104644590828,0.117792031162043,0.0595604278206703,-0.124703233308543,0.0995385683703615
cg14040931,9,36249297,,,NA,GNE;GNE,Body;Body,,,-0.0267144664503139,-0.0822849541661451,0.690524864935538,0.109687172776363,0.872800820579268,0.00165249687407977,-0.175821475677253,-0.185949139797759,-0.112335386423309,0.0111310621967104
cg14115756,9,125795935,,,NA,GPR21;RABGAP1,TSS1500;Body,,,-0.212069197160392,-0.212010177734478,0.414720734335574,0.106028988574901,0.322947089176829,0.00638999910610991,0.0449458238999396,0.0872972761974418,0.0528086517403327,0.0211929836095212
cg14143326,9,139553210,,,NA,,,chr9:139552947-139553269,Island,-0.059123163594865,-0.00981119439351005,0.381977511504868,0.113929969118131,0.151155862179878,0.00226439397100421,-0.0408730631581975,-0.110290788213976,-0.0080806005596348,0.240213170729703
cg14247332,9,132805979,,rs12377008,NA,FNBP1,TSS1500,chr9:132804279-132806003,Island,-0.188489146999544,0.0632376728160496,0.271185148175488,0.114430560804899,0.0486383489118902,0.00123918418580151,0.278970140483948,0.0770447009323138,0.127903259605626,0.247551700476224
cg14288049,9,128512035,,,NA,PBX3;PBX3;PBX3;PBX3,Body;Body;Body;Body,chr9:128508321-128510670,S_Shore,-0.0343445876144413,-0.0243603889128975,0.679856308843673,0.113592476688615,0.921778497271341,0.00138661264570219,0.0143360191968706,0.0755244008168531,0.0190645634478763,-0.0588109609529405
cg14294859,9,130862556,,,NA,SLC25A25;SLC25A25;SLC25A25;SLC25A25,Body;Body;Body;5'UTR,,,-0.0965651759611305,-0.039791075783001,0.677486214207276,0.120836541544994,0.493922233079268,0.0156981945994211,0.0916313642022739,0.0244225941250673,0.0228579176819121,0.262600206267745
cg14359824,9,72435533,,,NA,C9orf135,TSS200,,,-0.0659106997349426,-0.102140248562785,0.558536925016283,0.120953930251945,0.0878550825609756,0.00250316900545702,0.336225464616042,0.161510931779614,0.232544283877012,0.23171756932774
cg14392677,9,139432990,,,NA,NOTCH1,Body,,,-0.067373920557195,-0.107889357426013,0.546286092141911,0.101589374387649,0.333568121966463,0.00462827240294486,-0.110446927144753,-0.221769054085704,-0.00776503556269594,0.10657303809379
cg14554167,9,127240269,,,NA,,,chr9:127240131-127240456,Island,-0.0486093465630626,0.132777248223224,0.274469003526056,0.106246441354529,0.0226751074852134,0.000190809993177736,0.291586166090733,0.0721501563443767,0.11242578264639,0.106651929343025
cg14560872,9,81871926,,,NA,,,,,-0.0922503186038255,-0.235890363357342,0.301454997541335,0.109741499748082,0.190730366387195,0.00373097882605974,0.0573481857067136,0.00750535186729834,0.00528489191487963,0.129055400557991
cg14584535,9,125797187,,rs34751912,NA,GPR21;RABGAP1,1stExon;Body,,,-0.17057044616614,-0.151692218336328,0.559144543916627,0.10826559751741,0.348713270426829,0.007658507837435,0.0489380498247546,0.0404358741520218,0.013435344101441,0.0627571669823686
cg14604066,9,139590572,,,NA,,,chr9:139590437-139590761,Island,0.26217217980999,0.282028060762015,0.591281923133253,0.129940958980432,0.731153714786585,0.00352396233194954,0.0930629116623455,0.0333225131793584,-0.0123522329921561,-0.0917809288622813
cg15720535,9,139582585,,,TRUE,AGPAT2;AGPAT2,TSS1500;TSS1500,chr9:139580969-139582615,Island,0.129204042673227,0.042695999554921,0.524841827539934,0.114704625897094,0.455714780716463,0.0103970241076255,0.102916099978223,0.0177217686431938,-0.102419742535121,0.0833477830326289
cg21189438,9,38622559,,,NA,C9orf122,Body,chr9:38619908-38622631,Island,-0.15398426272199,0.184068524184195,0.306954047501093,0.100503639481397,0.075556594597561,0.00323435988452028,0.394059324575857,0.184504443796148,0.291428383592264,0.144432619887991
cg21217093,9,81871809,,,NA,,,,,-0.128622042481005,-0.192179916281886,0.496022567000828,0.101593084688669,0.538980608384146,0.00844289985534694,0.093039901714652,0.0165022414154405,-0.00779790691654374,0.134796382507509
cg24754277,9,90114156,,,TRUE,DAPK1,Body,chr9:90112514-90113817,S_Shore,-0.172260548419259,-0.0800420310405025,0.456362531976029,0.102622772534589,0.26323802652439,0.00212854015926665,-0.0729620787844173,-0.104758539361392,-0.118317972823608,0.161011287201127
cg00159523,10,114713187,rs76615399,,NA,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,chr10:114712115-114712544,S_Shore,-0.214952893028067,0.1654131961135,0.72894677113758,0.127405662817401,0.441783656905488,0.0292496888409427,-0.0126415009060167,-0.0541728129250163,0.0673657307918298,0.263109712252386
cg00405688,10,129534182,,,NA,FOXI2,TSS1500,chr10:129534410-129537366,N_Shore,-0.00276614498139289,0.0881337158400765,0.447988942966668,0.103157547785607,0.169145681783537,0.00364811314987193,0.263193534204698,0.272484622369778,0.228049126238326,0.208728988014283
cg00456343,10,49348564,,,NA,,,chr10:49348137-49348676,Island,0.0497199147264688,-0.0895013640627821,0.604434636365798,0.100362301666708,0.624398810625,0.0631205806427388,-0.0698360130334918,-0.0246987134973888,-0.120617324025262,0.044715724423005
cg00745555,10,135050896,rs2980718,,NA,VENTX,TSS1500,chr10:135048797-135052077,Island,-0.210601866167291,0.175142053543034,0.286258192888451,0.100744802788636,0.0652525538963415,0.00112752801314994,0.303332744388244,0.116360483701972,0.12206037645918,0.131019463950397
cg01077178,10,22608674,,,NA,COMMD3;BMI1,Body;TSS1500,chr10:22604907-22605632,S_Shelf,-0.167551936694617,-0.392764216967199,0.569781841910352,0.113160451942713,0.806464727134146,0.00637925393135496,-0.121905881096095,-0.0752006179814523,-0.118487260295924,-0.0655446577886618
cg01389728,10,6620572,,,NA,PRKCQ,5'UTR,chr10:6621907-6622642,N_Shore,-0.0702707689715869,-0.155304819065865,0.512490129658256,0.108087858426735,0.247909464176829,0.0061416796132951,-0.0777021280092697,-0.193859631101231,-0.0854449754081184,0.213901295542233
cg02174092,10,43846539,,,NA,,,chr10:43846258-43846575,Island,0.0167645648589975,0.0818815701977258,0.456006642682862,0.119678346460011,0.293901502942073,0.0214151731768494,0.264041615133971,0.170649168149302,0.0991884884518825,0.0206210220525695
cg02632490,10,88024529,rs10887569,,NA,MIR346;GRID1,Body;Body,chr10:88022640-88023279,S_Shore,0.150122346192248,0.0323333197024604,0.67080462326474,0.100879764146035,0.865487959298781,0.00301956291692715,0.067952484458013,0.117841338192815,-0.0183890571263041,0.0314932223377285
cg03430923,10,63422668,,,NA,C10orf107,TSS200,chr10:63422538-63423105,Island,-0.149047947532313,0.187974674238628,0.413447754010243,0.112657159923057,0.034733668257622,0.000426103294778131,0.348169271036639,0.141051801144745,0.18648658643317,0.197508351378337
cg03701930,10,1981436,,,NA,,,,,0.0225722362686679,-0.115694260248595,0.329248781742443,0.114828928100335,0.16572527229436,0.0167500116468691,0.00372350260710925,0.0195855744063639,-0.0541235058942446,0.0545574077650356
cg04972745,10,101287846,,,NA,,,chr10:101287162-101287920,Island,-0.183268407987114,-0.082795504120099,0.289192819716451,0.100103025240139,0.105223602746951,0.00250713657632043,0.132278436802768,0.16254637942582,0.0394185057504325,0.107005296396889
cg06474225,10,124228770,,,NA,HTRA1,Body,,,0.0286298060659589,-0.0141958662618894,0.508969306916789,0.10978227136378,0.306692228338415,0.0110002549660492,0.172123448369375,0.154953096686978,0.142299269023269,-0.146283277109622
cg06706894,10,80167002,,rs61060509,NA,,,,,-0.123933159576439,-0.170211990468911,0.646261156164076,0.128299936234949,0.0374955193371951,0.00076610722657374,0.175731079454171,-0.02650828152671,0.118658191335933,0.216129973333114
cg08485649,10,134043654,,,NA,STK32C,Body,chr10:134041499-134041784,S_Shore,-0.0850690280964115,-0.0851520675385951,0.494777124653614,0.117503325995953,0.312065679268293,0.0110866028657475,0.140060729826234,-0.0760404810722635,-0.122364436482272,0.0577525033590415
cg09261793,10,1215440,,,NA,,,chr10:1219146-1219427,N_Shelf,0.181708187132824,0.124115606874462,0.662362698897059,0.112691776249299,0.848411340625,0.00472217687435487,0.0670386608210442,0.104400241604451,0.019472168235589,-0.105711808622978
cg09317239,10,21818060,,,NA,,,chr10:21816296-21816528,S_Shore,-0.151650507713915,-0.422525874732158,0.647985993405066,0.109028174826506,0.848101650609756,0.00294593516792385,-0.081160194434058,-0.017001885993927,-0.0921178602392213,-0.00563825896874345
cg11002119,10,11137788,,,NA,CUGBP2;CUGBP2,Body;Body,,,-0.0997957702484631,-0.139893945789984,0.634450662346979,0.125491129188972,0.639218586128049,0.00454846907453081,0.103982775410584,0.112055979915603,0.0657583215886725,-0.0358552509933312
cg11174855,10,134598352,,,NA,NKX6-2,3'UTR,chr10:134597357-134602649,Island,-0.12434910886636,0.203983843781087,0.522802025706736,0.104981979449913,0.204877539542683,0.0087013476332205,0.382353835470656,0.266689402686411,0.214769099283815,0.252788107144178
cg11693285,10,131927345,,,NA,,,chr10:131927304-131927519,Island,-0.0418777087465318,-0.0502754859364504,0.474294616932191,0.111643945540417,0.263065741128049,0.0152367449347881,0.25219149207184,0.218003640502439,0.0795133396062833,0.184267770048444
cg12471811,10,49813371,,,NA,ARHGAP22,TSS1500,chr10:49812852-49813352,S_Shore,-0.161922646699795,-0.134546294975763,0.422511791465385,0.120783408103613,0.0766658380792683,0.00107332147504579,0.171362476527799,-0.0643070513162923,0.138706430047705,0.308011981608477
cg12864721,10,77164987,,,NA,C10orf41;C10orf41,Body;Body,chr10:77155128-77169600,Island,-0.0804450858912599,0.0149741876117848,0.49812045530956,0.112785463676335,0.248978854329268,0.00578704094162694,0.136796604389148,-0.0272807583421333,-0.0305777551330673,0.123473844674635
cg13424029,10,101297508,,,NA,,,chr10:101297438-101297703,Island,-0.0631346903435121,-0.39659132973572,0.356425518005421,0.108092896740595,0.340817519344512,0.00603582284378388,0.166801576181417,0.120674848894495,0.0464776289892469,0.0246592678727714
cg13750264,10,134910540,rs62624493,,NA,GPR123,Body,chr10:134911976-134912483,N_Shore,-0.105747297637849,-0.105779486011128,0.626922137376367,0.10529773799282,0.605465017926829,0.0327303689267004,0.0557621428835573,0.076518759270749,0.0808709265201974,0.128514666787195
cg13911959,10,1505654,,,NA,ADARB2,Body,chr10:1506344-1506708,N_Shore,0.214050299509621,0.0931922422353873,0.513584067128271,0.119737832438938,0.890078781402439,0.00341889112468087,0.0705772620627596,0.147192170043513,-0.0737263377613786,0.0385572762796202
cg14060519,10,95222867,rs58265467,,NA,MYOF;MYOF,Body;Body,,,-0.0209043289381341,-0.207371160542832,0.420690995835467,0.105061342567162,0.241837878094512,0.0062957543557232,0.178829204554326,0.0684850003903473,-0.00618721057800167,0.0460848163107658
cg14371731,10,81003175,,,NA,ZMIZ1,Body,chr10:81002109-81003687,Island,0.155954678627012,0.20500605723886,0.314839517645909,0.116497124522617,0.0830722779099085,0.00725083263117297,0.247882057582394,0.0821824935387245,0.0812555213602166,0.112639446446401
cg14418756,10,134043618,,,NA,STK32C,Body,chr10:134041499-134041784,S_Shore,-0.0386619110742557,-0.0923923630447706,0.482130185346329,0.112773585418491,0.321922820182927,0.0123333629470397,0.122063663594565,-0.0850899647865622,-0.131366256733491,0.0481409194939455
cg14708218,10,124638991,rs36212727,,NA,LOC399815;FAM24B,TSS200;5'UTR,chr10:124638743-124639793,Island,-0.0771577712462108,0.0346674121240747,0.358699708308821,0.10649402711308,0.153410706817073,0.00777202983980785,0.150541761000604,0.112787367538716,0.146432841769629,0.108308645576954
cg14931884,10,369977,rs7077451,,NA,DIP2C,Body,chr10:367469-369416,S_Shore,0.0832687732645391,0.128274888478943,0.294268213888735,0.104744738763964,0.637334965243902,0.0107742953351897,0.182895391025299,0.189321740702543,0.0340686929117034,-0.0924942372407785
cg15454820,10,96990858,,,NA,,,,,-0.0419360731725879,0.125835606767742,0.393428558357367,0.10410979761231,0.170563064389939,0.0138148508131702,0.21007506995435,0.120625541863724,0.127896685334856,-0.0133055022537422
cg15469871,10,27541418,,,NA,LOC387646,TSS200,chr10:27541297-27541883,Island,0.0953962433716682,0.0111834983856736,0.386500650241701,0.11812259208753,0.326949096905488,0.0162411722821555,0.321392266192223,0.198103322882982,0.0319764312392911,0.0521380761218377
cg16642284,10,129535378,,,NA,FOXI2,TSS200,chr10:129534410-129537366,Island,-0.309059364787312,0.0873352832668602,0.439115137922812,0.110734365245525,0.140893751539634,0.00592554624745253,0.311806979410206,0.189185324584075,0.260328795716863,0.306394710999166
cg17259183,10,134599984,,,NA,NKX6-2,TSS1500,chr10:134597357-134602649,Island,-0.219791386151538,0.181565165842833,0.389573483619724,0.104312440978706,0.114969380411585,0.00394260168269717,0.315825502418099,0.25988667600761,0.242011233785177,0.278255188537759
cg17888390,10,101282816,,,NA,,,chr10:101282725-101282934,Island,-0.00534157803539108,-0.020819474277481,0.395899218045926,0.126317074518622,0.23187840632622,0.0113133512774775,0.187078270802431,-0.0123341537475398,-0.0734682976336734,0.008890879431983
cg19299265,10,1975631,,,NA,,,,,0.0954044637133662,0.118318748714818,0.69409299064831,0.115651923149946,0.901267204878049,0.00303098384014422,0.063736733327033,0.0744429332752606,-0.0536370098572972,-0.0456607758461292
cg20125920,10,21804624,,rs35145063,NA,C10orf140,Body,chr10:21805197-21805459,N_Shore,-0.116146029885879,-0.243111355490605,0.540693262971486,0.102707582738074,0.75181407027439,0.00296013195907183,-0.0571575318543963,-0.0367789360364543,-0.0878133564528522,-0.102409881128967
cg23128584,10,323649,,,NA,DIP2C,Body,,,0.221360649381695,-0.069495671516274,0.641623430768411,0.129800938412341,0.435755254420732,0.0124918689200173,0.0749031322291298,0.0734403569829028,-0.037000817674927,-0.011234606961331
cg23615741,10,101297642,,,NA,,,chr10:101297438-101297703,Island,-0.13710543511339,-0.460834056053952,0.433813768876954,0.13232537647627,0.393790087957317,0.0106116155827217,0.187010884527043,0.135386423309077,0.0292645445468478,0.0122749853106137
cg23901444,10,49812963,,,NA,ARHGAP22;ARHGAP22,5'UTR;1stExon,chr10:49812852-49813352,Island,-0.146363183933731,-0.0697097973561243,0.32767891878273,0.107291482218957,0.0617335714670732,0.00307094515467298,0.234130326700168,0.00260258944089936,0.0948001627132015,0.239274693577348
cg24239148,10,63422841,rs12262733,,NA,C10orf107;C10orf107,1stExon;5'UTR,chr10:63422538-63423105,Island,-0.207931077149595,0.190560473842465,0.576092669369369,0.109166518372712,0.14944436117378,0.0043106587823762,0.365669979825207,0.178492273177386,0.21387828559454,0.247628948157766
cg24644902,10,77036275,,,NA,,,,,-0.0180403618905344,-0.0505263022289872,0.542575421430909,0.107105966723718,0.19030094972561,0.00443210396264858,0.28864746705674,0.0546067147958073,0.0509448459771626,0.183086044877616
cg25164589,10,63540024,,,NA,,,,,0.133881417099416,-0.0511922685944737,0.513701940727797,0.100399201183238,0.337726036128049,0.00589052486252188,-0.0703126476642849,-0.123194438166929,-0.102538079408973,0.0621589083423387
cg26040809,10,1505626,,,NA,ADARB2,Body,chr10:1506344-1506708,N_Shore,0.259122433040014,0.140676051281266,0.432272196674875,0.105334778620319,0.797511975457317,0.00662687591737114,0.0821249686694909,0.156484901776286,-0.0616888479823152,0.00615105208876909
cg27173819,10,134043635,,,NA,STK32C,Body,chr10:134041499-134041784,S_Shore,-0.0389405806578195,-0.057948406595459,0.430884035203052,0.116012863062527,0.236981724237805,0.00971293068969545,0.115993968106569,-0.0876309204389969,-0.13347002337975,0.0458843010522942
cg27367142,10,77127199,,,NA,,,,,-0.211976307299204,-0.152350871529698,0.506016881658793,0.113496603237018,0.457317845426829,0.00852819313073112,0.0198584066433006,0.0258804386682171,-0.0361132911210364,-0.0737427734383025
